MACsrc,ip_src,ip_dst,op,entropia_src,entropia_dst,cant_pkt_arp,cant_pkt_total
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.60613485057,3.37652991558,1371,14827
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.60590045821,3.37589517113,1372,14832
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.60566344702,3.37525777515,1373,14848
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.60542383533,3.37461775072,1374,14880
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.60518164131,3.37397512073,1375,14883
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.60493688299,3.37332990783,1376,14892
ac:86:74:09:71:62,172.17.31.179,172.17.31.54,1,2.60631887658,3.37949995431,1377,14901
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.156,1,2.60513997122,3.38033706304,1378,14912
d0:df:9a:16:c7:12,172.17.31.156,172.17.31.1,2,2.60653876945,3.38040971218,1379,14913
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.60629311753,3.37976049273,1380,14917
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.60604493838,3.37910874104,1381,14921
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.60579424959,3.3784544791,1382,14933
ac:86:74:09:70:ff,0.0.0.0,0.0.0.0,2,2.60554106858,3.37779772872,1383,14934
ac:86:74:09:71:62,172.17.31.179,172.17.31.136,1,2.60690383391,3.38079663671,1384,14944
ac:86:74:09:71:62,172.17.31.179,172.17.31.141,1,2.60824858234,3.38494260076,1385,14960
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.6079928455,3.38428068339,1386,14987
ac:86:74:07:88:d7,0.0.0.0,0.0.0.0,2,2.60773465348,3.3836163269,1387,14988
40:25:c2:98:12:e8,172.17.31.154,172.17.31.1,1,2.61023690739,3.38368452405,1388,14992
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.60997541165,3.38301892885,1389,14993
40:25:c2:83:a5:9c,172.17.31.157,172.17.31.136,1,2.6125258653,3.38587554841,1390,14994
40:25:c2:83:a5:9c,172.17.31.157,172.17.31.138,1,2.6150215182,3.38900746649,1391,14995
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.61475584841,3.38833762216,1392,15006
ac:86:74:09:71:62,172.17.31.179,172.17.31.118,1,2.61607676439,3.39070701658,1393,15017
f8:d1:11:74:5e:82,172.17.31.54,172.17.31.1,1,2.62039957862,3.39076601981,1394,15021
ac:86:74:09:71:62,172.17.31.179,172.17.31.118,1,2.62169987955,3.39305782711,1395,15022
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.62142963841,3.39238589848,1396,15054
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.6211570232,3.39171162172,1397,15056
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.62088205032,3.39103501715,1398,15070
ac:86:74:07:88:d2,172.17.31.227,172.17.31.139,1,2.62427172329,3.39356219537,1399,15083
ac:86:74:09:71:62,172.17.31.179,172.17.31.100,1,2.62555244831,3.39705518688,1400,15090
00:14:d1:25:71:e5,10.100.250.3,10.100.250.113,1,2.62825194904,3.39920400757,1401,15094
00:14:d1:25:71:e5,10.100.250.3,10.100.250.113,1,2.63088776742,3.40128993147,1402,15095
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.63060704901,3.40060858249,1403,15116
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.6303240147,3.39992495369,1404,15121
ac:86:74:09:71:67,0.0.0.0,0.0.0.0,2,2.63003868042,3.39923906478,1405,15122
78:e4:00:4d:cb:69,172.17.31.148,172.17.31.132,1,2.63293503284,3.4005398135,1406,15159
40:25:c2:98:12:e8,172.17.31.154,172.17.31.132,1,2.63535068606,3.40181245601,1407,15160
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.63419688798,3.40080060073,1408,15164
40:25:c2:98:12:e8,172.17.31.154,172.17.31.132,1,2.6365631141,3.40204644956,1409,15169
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.63541008182,3.40103445838,1410,15183
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.63512330671,3.40035112584,1411,15191
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.63483426744,3.3996655706,1412,15198
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.63368561899,3.39865673978,1413,15199
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.157,1,2.63253786181,3.40092597911,1414,15201
98:fe:94:46:c9:a6,172.17.31.132,172.17.31.118,1,2.63437868345,3.40312471016,1415,15214
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.63409049606,3.40243812722,1416,15216
ac:86:74:09:71:62,172.17.31.179,172.17.31.133,1,2.63534579282,3.40649845486,1417,15219
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.63505540858,3.40580802908,1418,15279
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.156,1,2.63391287208,3.40661528459,1419,15283
d0:df:9a:16:c7:12,172.17.31.156,172.17.31.1,2,2.63526386322,3.40667272261,1420,15284
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.63497295643,3.40598193255,1421,15286
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.63467984635,3.40528899951,1422,15292
c8:bc:c8:b9:0c:db,172.17.31.47,172.17.31.16,1,2.6368665633,3.40672723775,1423,15306
ac:86:74:09:71:62,172.17.31.179,172.17.31.135,1,2.6381036123,3.41129970583,1424,15307
f8:1e:df:e9:0e:ff,172.17.31.16,172.17.31.47,1,2.63996210832,3.41293977974,1425,15309
b8:e8:56:40:40:14,172.17.31.57,172.17.31.118,1,2.64646981185,3.41505768946,1426,15318
c8:bc:c8:b9:0c:db,172.17.31.47,172.17.31.16,1,2.64860752311,3.41645724845,1427,15319
f8:1e:df:e9:0e:ff,172.17.31.16,172.17.31.47,1,2.65042957601,3.41805496381,1428,15320
f8:1e:df:e9:0e:ff,172.17.31.16,172.17.31.47,1,2.65222321473,3.41961508581,1429,15325
c8:bc:c8:b9:0c:db,172.17.31.47,172.17.31.118,1,2.65431849841,3.42166585022,1430,15327
c8:bc:c8:b9:0c:db,172.17.31.47,172.17.31.16,1,2.65637678722,3.42303004585,1431,15332
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.65523749158,3.4289678789,1432,15334
a8:86:dd:a8:d8:ed,172.17.31.109,172.17.31.118,1,2.66170767786,3.43095397368,1433,15338
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.66140354666,3.43025410012,1434,15344
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.66026380652,3.43478286191,1435,15346
f8:1e:df:e9:0e:ff,172.17.31.16,172.17.31.47,1,2.6620210012,3.43629399056,1436,15347
40:25:c2:98:12:e8,172.17.31.154,172.17.31.47,1,2.66429785664,3.43777024355,1437,15352
c8:bc:c8:b9:0c:db,172.17.31.47,172.17.31.16,1,2.66631063525,3.43909282808,1438,15353
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.66600458721,3.43838946631,1439,15357
00:1c:26:15:7c:70,172.17.31.152,172.17.31.47,1,2.66869306043,3.43983095467,1440,15368
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.66755576598,3.44381452892,1441,15371
44:6d:57:89:16:23,172.17.31.131,172.17.31.109,1,2.67096767917,3.44970373531,1442,15377
40:25:c2:98:12:e8,172.17.31.154,172.17.31.57,1,2.6731913647,3.45419947119,1443,15378
a8:86:dd:a8:d8:ed,172.17.31.109,169.254.241.133,1,2.67822243051,3.45868967267,1444,15379
78:e4:00:4d:cb:69,172.17.31.148,172.17.31.109,1,2.6809632174,3.46317435075,1445,15385
40:25:c2:98:12:e8,172.17.31.154,172.17.31.109,1,2.68313753051,3.4671314642,1446,15392
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.6819977015,3.46612065849,1447,15393
00:1c:26:15:7c:70,172.17.31.152,172.17.31.57,1,2.68460348647,3.47007164915,1448,15397
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.68429059096,3.46935494442,1449,15398
ac:86:74:09:70:ff,0.0.0.0,0.0.0.0,2,2.68397559374,3.46863621615,1450,15399
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.68283966868,3.46762715134,1451,15404
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.68170458964,3.47123134158,1452,15409
00:1c:26:15:7c:70,172.17.31.152,172.17.31.109,1,2.68424659318,3.4748312546,1453,15414
f8:1e:df:e9:0e:ff,172.17.31.16,172.17.31.47,1,2.6859530962,3.47621239158,1454,15415
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.68481886644,3.47520088535,1455,15430
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.68368548011,3.47854233643,1456,15432
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.68255293698,3.48168050262,1457,15440
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.68142123678,3.48066664016,1458,15446
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.68029037928,3.48363482974,1459,15456
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.67916036421,3.48261965788,1460,15459
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.67803119133,3.48544224957,1461,15464
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.67690286035,3.48442587795,1462,15465
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.67577537103,3.48712113771,1463,15469
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.67464872308,3.48610366293,1464,15471
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.67435049434,3.48538735223,1465,15478
ac:86:74:07:88:d7,0.0.0.0,0.0.0.0,2,2.67405017987,3.48466905912,1466,15479
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.67292765798,3.48724999393,1467,15481
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.67180597038,3.48623520835,1468,15482
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.671506862,3.48551620271,1469,15483
f8:d1:11:74:5e:82,172.17.31.54,172.17.31.1,1,2.67537261528,3.48554425963,1470,15491
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.6742521958,3.48802201283,1471,15492
c8:bc:c8:b9:0c:db,172.17.31.47,172.17.31.16,1,2.6762030112,3.48927559324,1472,15493
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.67508352391,3.48826354703,1473,15494
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.67478340639,3.48754534591,1474,15499
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.67366637424,3.48992863918,1475,15500
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.6725501683,3.49222781821,1476,15503
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.67143478831,3.49444933497,1477,15507
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.670320234,3.49659872474,1478,15514
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.66920650509,3.49868078948,1479,15524
ac:86:74:09:71:62,172.17.31.179,172.17.31.156,1,2.67039817278,3.49941708309,1480,15538
d0:df:9a:16:c7:12,172.17.31.156,172.17.31.179,2,2.67169389996,3.50127205106,1481,15539
ac:86:74:09:71:62,172.17.31.179,172.17.31.141,1,2.67286948725,3.50480049464,1482,15545
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.67175833541,3.50378875206,1483,15546
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.67064800306,3.50580143883,1484,15550
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.66953848993,3.50478906887,1485,15594
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.66842979574,3.50674253934,1486,15610
40:25:c2:98:12:e8,172.17.31.154,172.17.31.16,1,2.67054239767,3.50795449982,1487,15618
00:1c:26:15:7c:70,172.17.31.152,172.17.31.16,1,2.67300130482,3.50913996585,1488,15630
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.67189314991,3.50812806897,1489,15643
40:25:c2:98:12:e8,172.17.31.154,172.17.31.16,1,2.67396525663,3.50928829856,1490,15649
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.67285792084,3.51118166854,1491,15651
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.67257157682,3.5104649829,1492,15655
00:1c:26:15:7c:70,172.17.31.152,172.17.31.16,1,2.67497325097,3.51159910002,1493,15657
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.67468410281,3.51088087691,1494,15664
40:25:c2:98:12:e8,172.17.31.154,172.17.31.16,1,2.67671617442,3.51199095166,1495,15665
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.67561261655,3.5138286369,1496,15666
00:1c:26:15:7c:70,172.17.31.152,172.17.31.16,1,2.67796021506,3.51491360032,1497,15674
40:25:c2:98:12:e8,172.17.31.154,172.17.31.16,1,2.67995474516,3.51597535929,1498,15680
00:1c:26:15:7c:70,172.17.31.152,172.17.31.16,1,2.68225175243,3.51701446864,1499,15689
40:25:c2:98:12:e8,172.17.31.154,172.17.31.16,1,2.68420997997,3.51803145911,1500,15695
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.68310700608,3.51981412878,1501,15699
00:1c:26:15:7c:70,172.17.31.152,172.17.31.16,1,2.68535557291,3.52080829895,1502,15701
00:1c:26:15:7c:70,172.17.31.152,172.17.31.16,1,2.68756003977,3.52178136082,1503,15703
40:25:c2:98:12:e8,172.17.31.154,172.17.31.16,1,2.68948113668,3.52273378135,1504,15709
00:1c:26:15:7c:70,172.17.31.152,172.17.31.16,1,2.69164125465,3.52366600892,1505,15711
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.6905388935,3.52539657085,1506,15712
40:25:c2:98:12:e8,172.17.31.154,172.17.31.16,1,2.69242617627,3.5263079182,1507,15714
00:1c:26:15:7c:70,172.17.31.152,172.17.31.16,1,2.69454367176,3.52719993178,1508,15717
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.69344218478,3.5288831423,1509,15718
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.693151027,3.52816780256,1510,15727
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.156,1,2.69205189094,3.52887387387,1511,15728
d0:df:9a:16:c7:12,172.17.31.156,172.17.31.1,2,2.69331111346,3.52889190988,1512,15729
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.69221329592,3.53053060618,1513,15730
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.69192323479,3.52981514987,1514,15732
ac:86:74:09:71:67,0.0.0.0,0.0.0.0,2,2.69163119098,3.52909784159,1515,15733
40:25:c2:98:12:e8,172.17.31.154,172.17.31.16,1,2.69348337521,3.52997004249,1516,15737
00:1c:26:15:7c:70,172.17.31.152,172.17.31.16,1,2.69555668539,3.53082377599,1517,15738
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.69446285685,3.53241932758,1518,15739
40:25:c2:98:12:e8,172.17.31.154,172.17.31.16,1,2.6962834588,3.53325398706,1519,15741
ac:86:74:09:71:62,172.17.31.179,172.17.31.138,1,2.69742395762,3.53597129393,1520,15742
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.69633165213,3.53498067105,1521,15743
00:1c:26:15:7c:70,172.17.31.152,172.17.31.16,1,2.69836428467,3.53579663792,1522,15746
ac:86:74:09:71:62,172.17.31.179,172.17.31.201,1,2.69948969676,3.53899393563,1523,15747
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.69919705407,3.53827705645,1524,15748
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.69810766144,3.53982689937,1525,15749
40:25:c2:98:12:e8,172.17.31.154,172.17.31.16,1,2.69989485631,3.54062315062,1526,15750
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.69880640062,3.53963456169,1527,15751
00:1c:26:15:7c:70,172.17.31.152,172.17.31.16,1,2.70079942041,3.54041456837,1528,15759
ac:86:74:09:71:62,172.17.31.179,172.17.31.201,1,2.70190942939,3.54341002079,1529,15760
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.70082237515,3.54491825576,1530,15762
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.151,1,2.699736092,3.54392939068,1531,15764
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.69865057972,3.54540166223,1532,15769
40:25:c2:98:12:e8,172.17.31.154,172.17.31.16,1,2.70040742337,3.54616221182,1533,15774
00:1c:26:15:7c:70,172.17.31.152,172.17.31.16,1,2.70236285429,3.54690644222,1534,15775
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.70127833337,3.54834216239,1535,15778
40:25:c2:98:12:e8,172.17.31.154,172.17.31.16,1,2.70300648344,3.54906957372,1536,15782
00:1c:26:15:7c:70,172.17.31.152,172.17.31.16,1,2.70492694722,3.54978126131,1537,15786
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.70384345263,3.55118179151,1538,15789
40:25:c2:98:12:e8,172.17.31.154,172.17.31.16,1,2.70554372506,3.5518772808,1539,15790
00:1c:26:15:7c:70,172.17.31.152,172.17.31.16,1,2.70743040237,3.55255760487,1540,15793
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.70634796758,3.55392421916,1541,15795
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.70526629639,3.55525948219,1542,15799
40:25:c2:98:12:e8,172.17.31.154,172.17.31.16,1,2.70693968993,3.55592350193,1543,15802
00:1c:26:15:7c:70,172.17.31.152,172.17.31.16,1,2.7087937956,3.55657289134,1544,15803
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.70771321382,3.55787647732,1545,15806
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.70742987923,3.55716763207,1546,15807
40:25:c2:98:12:e8,172.17.31.154,172.17.31.16,1,2.70907664579,3.55780263829,1547,15809
00:1c:26:15:7c:70,172.17.31.152,172.17.31.16,1,2.71089874618,3.55842351596,1548,15810
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.71061280851,3.55771418205,1549,15811
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.7095363095,3.55898762541,1550,15813
40:25:c2:98:12:e8,172.17.31.154,172.17.31.16,1,2.71115718439,3.55959466015,1551,15815
00:1c:26:15:7c:70,172.17.31.152,172.17.31.16,1,2.71294830348,3.56018803945,1552,15816
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.71187294329,3.56143190007,1553,15820
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.7115874084,3.56072261326,1554,15821
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.71051427045,3.56193921316,1555,15823
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.70944188005,3.5631290872,1556,15829
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.70837023702,3.56429298238,1557,15835
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.70729934113,3.5654316072,1558,15839
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.70622919219,3.56654563451,1559,15848
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.70515979,3.56763570427,1560,15851
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.70409113432,3.56870242585,1561,15856
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.70381392841,3.56799359757,1562,15859
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.70274747057,3.56903792847,1563,15860
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.70246981195,3.5683277248,1564,15861
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.70140554529,3.5693502465,1565,15865
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.70112744124,3.56863869562,1566,15896
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.70006535914,3.56963996382,1567,15909
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.6990040146,3.57062009401,1568,16163
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.6979434074,3.57157957054,1569,16221
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.69688353734,3.57251885765,1570,16749
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.69660930822,3.57180727187,1571,16835
40:25:c2:74:40:4c,172.17.31.147,172.17.31.1,1,2.69907568478,3.57182591981,1572,16930
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.69879877318,3.57111365086,1573,16937
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.69774219112,3.5720340832,1574,16971
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.69668633999,3.57293523358,1575,17052
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.69641042545,3.57222218281,1576,17228
ac:86:74:09:70:ff,0.0.0.0,0.0.0.0,2,2.69613266064,3.57150745132,1577,17229
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.69508038827,3.57239067622,1578,17381
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.16,1,2.69402884114,3.57296851573,1579,18021
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.69297801906,3.5738329498,1580,18022
ac:86:74:09:71:62,172.17.31.179,172.17.31.156,1,2.69407449348,3.57450572814,1581,18104
d0:df:9a:16:c7:12,172.17.31.156,172.17.31.179,2,2.69530352859,3.5762093711,1582,18105
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.16,1,2.69425444154,3.57677280812,1583,18204
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.69320607621,3.57761744487,1584,18208
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.16,1,2.69215843237,3.57816778987,1585,18311
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.16,1,2.69111150982,3.57870555351,1586,18393
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.69006530834,3.57953194308,1587,18394
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.16,1,2.68901982772,3.5800570383,1588,18448
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.68797506774,3.58086586664,1589,18459
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.68770958114,3.58015586524,1590,18491
ac:86:74:07:88:d7,0.0.0.0,0.0.0.0,2,2.68744225904,3.57944421055,1591,18492
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.156,1,2.6864010053,3.58010094071,1592,18494
d0:df:9a:16:c7:12,172.17.31.156,172.17.31.1,2,2.68761849671,3.58011919195,1593,18495
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.68657841519,3.58091183168,1594,18540
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.68553904716,3.58168789212,1595,18729
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.68527403703,3.58097724855,1596,18795
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.6842367646,3.58173757898,1597,18796
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.16,1,2.68320020269,3.58225163932,1598,19006
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.68216435107,3.58299579455,1599,19017
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.16,1,2.68112920953,3.58349768948,1600,19071
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.68009477784,3.58422598958,1601,19151
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.16,1,2.67906105579,3.58471591946,1602,19197
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.67802804313,3.58542867423,1603,19286
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.16,1,2.67699573965,3.58590683442,1604,19352
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.6759641451,3.58660434383,1605,19762
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.16,1,2.67493325926,3.58707092486,1606,19852
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.67390308188,3.58775347957,1607,19942
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.67365131416,3.58704802778,1608,19961
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.16,1,2.67262319891,3.5875039287,1609,19982
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.6723709702,3.58679757452,1610,19987
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.67134491101,3.58746661584,1611,19988
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.16,1,2.67031955463,3.58791202697,1612,20000
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.66929490082,3.58856668201,1613,20003
43:05:43:05:00:00,0.0.0.0,0.0.0.0,2,2.66904490982,3.58786060861,1614,20011
00:1e:c2:a6:61:d3,172.17.31.142,172.17.31.81,1,2.67364585213,3.59142520219,1615,20012
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.16,1,2.67262158143,3.59185838686,1616,20013
00:1e:c2:a6:61:d3,172.17.31.142,172.17.31.131,1,2.67674888119,3.59404990957,1617,20014
00:1e:c2:a6:61:d3,172.17.31.142,172.17.31.109,1,2.68056864858,3.59707744642,1618,20018
00:1e:c2:a6:61:d3,172.17.31.142,172.17.31.16,1,2.68415909179,3.59749725403,1619,20023
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.68313194681,3.59813331976,1620,20025
00:1e:c2:a6:61:d3,172.17.31.142,172.17.31.106,1,2.6865382712,3.60338118219,1621,20069
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.68551091047,3.6040004567,1622,20070
00:1e:c2:a6:61:d3,172.17.31.142,172.17.31.57,1,2.68876382323,3.6072398805,1623,20126
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.68773634191,3.60784385179,1624,20141
00:1e:c2:a6:61:d3,172.17.31.142,172.17.31.47,1,2.69085771,3.60906963673,1625,20148
78:e4:00:4d:cb:69,172.17.31.148,172.17.31.1,1,2.69333118115,3.60908112668,1626,20149
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.69230331716,3.60967144917,1627,20154
78:e4:00:4d:cb:69,172.17.31.148,172.17.31.142,1,2.69471852922,3.61152316729,1628,20155
00:1e:c2:a6:61:d3,172.17.31.142,172.17.31.143,1,2.69771913049,3.61674139924,1629,20159
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.65,1,2.69669099368,3.61731473887,1630,20168
00:1e:c2:a6:61:d3,172.17.31.142,172.17.31.68,1,2.69958930564,3.62252410674,1631,20172
d4:ca:6d:f7:fd:64,172.17.31.1,172.17.31.16,1,2.69856126632,3.62292152594,1632,20178
