MACsrc,ip_src,ip_dst,op,entropia_src,entropia_dst,cant_pkt_arp,cant_pkt_total
00:1b:21:7f:6c:fd,10.2.1.254,10.2.1.230,1,3.56669015448,3.11807818447,92,210
00:1b:21:7f:6c:fd,10.2.2.254,10.2.2.230,1,3.5673230983,3.14067069833,93,211
a8:06:00:10:71:8e,10.2.203.25,10.2.203.254,1,3.56026026,3.11765354855,94,214
fc:f8:ae:1e:fe:e2,10.2.200.43,10.2.203.254,1,3.54928975655,3.094966126,95,215
98:4b:4a:17:25:4d,10.2.200.179,10.2.203.254,1,3.5378214836,3.07260283459,96,216
00:1b:21:7f:6c:fd,10.2.203.254,10.2.200.8,1,3.53749157768,3.12376306952,97,220
a8:06:00:10:71:8e,10.2.203.25,10.2.203.254,1,3.53050458667,3.10157299819,98,225
00:1b:21:7f:6c:fd,10.2.1.254,10.2.1.230,1,3.54352603697,3.11892709081,99,227
00:1b:21:7f:6c:fd,10.2.2.254,10.2.2.230,1,3.54359066237,3.13607983082,100,228
fc:f8:ae:1e:fe:e2,10.2.200.43,10.2.203.254,1,3.53347549795,3.11457971247,101,230
00:1b:21:7f:6c:fd,10.2.203.254,10.2.202.251,1,3.53234406353,3.14392721649,102,231
00:1b:21:7f:6c:fd,10.2.1.254,10.2.1.205,1,3.54186042159,3.19225966506,103,232
a8:06:00:10:71:8e,10.2.203.25,10.2.203.254,1,3.53507124794,3.17098079942,104,233
fc:f8:ae:1e:fe:e2,10.2.200.43,10.2.203.254,1,3.52519510214,3.14998010269,105,240
98:4b:4a:17:25:4d,10.2.200.179,10.2.203.254,1,3.51563492286,3.12925321212,106,244
00:27:0e:38:3b:1a,10.2.6.17,10.2.6.205,1,3.55920281481,3.15068553592,107,245
8c:3a:e3:11:af:06,10.2.202.213,10.2.203.254,1,3.60208873957,3.1303439226,108,247
a8:06:00:10:71:8e,10.2.203.25,10.2.203.254,1,3.59479985298,3.11026173978,109,248
